Anime ID,Romaji Title,English Title,Description,Episodes,Start Date,End Date,Duration,Popularity,Source,Season,Year,Favorites,Average Score,isAdult,Genres
56,Avenger,,"Mars has been colonized and is a world where children have been replaced by robot servents known as 'dolls'. Layla is a skilled fighter with a tragic past who travels about the world. Her companions are Nei, a strange and unique doll with some unknown ties to Layla, and Speedy, who is a doll breeder. The founders of Mars see the trio as a threat to their world, and each time they attack Layla and Nei a bit more of their mysterious past and future is revealed. <br>",13,"{'year': 2003, 'month': 10, 'day': 2}","{'year': 2003, 'month': 12, 'day': 25}",24,2445,ORIGINAL,FALL,2003,6,52,False,"Adventure, Fantasy, Sci-Fi"
57,BECK,Beck: Mongolian Chop Squad,"Tanaka Yukio, better known by his nickname Koyuki is a 14 year old who feels disconnected from life in general. Through the act of saving a mismatched dog, he meets guitarist Minami Ryuusuke, and becomes involved in Ryuusuke's new band BECK. Koyuki's life starts to change as the band struggles towards fame. <br>",26,"{'year': 2004, 'month': 10, 'day': 6}","{'year': 2005, 'month': 3, 'day': 30}",25,55613,MANGA,FALL,2004,1872,80,False,"Comedy, Drama, Music, Slice of Life"
58,BLUE GENDER,Blue Gender,"Imagine waking after spending more than two decades in suspended animation. You awaken to a world more terrifying than your worst nightmare. A world where human beings are hunted down by giant insect-like creatures called the Blue. Welcome to Earth in the year 2031...a time when the planet is no longer ours. Earth's very survival now rests in your hands.<br>
<br>
(Source: Funimation)",26,"{'year': 1999, 'month': 10, 'day': 8}","{'year': 2000, 'month': 3, 'day': 31}",23,11166,ORIGINAL,FALL,1999,99,65,False,"Adventure, Drama, Horror, Mecha, Psychological, Romance, Sci-Fi"
59,Chobits,Chobits,"In the future, personal computers have developed into ""Persocoms"", mobile computers that look like human beings. Hideki Motosuwa, a prep school student, desperately wants to buy a Persocon but cannot afford to. One day he finds a Persocom that has been thrown away and decides to keep it. When he turns on the Persocom, all she can say is ""Chii"" so he decides to name her that. After a while it starts to become apparent that Chii is more than an average Persocom. Having much better performance, it seems that Chii might be a ""Chobit"", a type of advanced Persocom rumored to have independent thought.<br><br>
(Source: Anime News Network)",26,"{'year': 2002, 'month': 4, 'day': 3}","{'year': 2002, 'month': 9, 'day': 25}",24,61929,MANGA,SPRING,2002,1106,70,False,"Comedy, Drama, Ecchi, Romance, Sci-Fi"
60,Chrno Crusade,Chrono Crusade,"The year is 1928 A.D. The place is New York, U.S.A. The economic prosperity brought forth after the Great War also heightened the presence of something far darker and much more sinister: the demonic Sinners. The Magdalene Order is an organization that tries to counter this force. Two of its exorcists are Rosette Christopher and her assistant, Chrono. Both appear out of place in an organization like this, and they are in a quest to find Rosette's missing brother, Joshua. Their relationships, secrets and fates can only be revealed in time...
<br><br>
(Source: Anime News Network)",24,"{'year': 2003, 'month': 11, 'day': 24}","{'year': 2004, 'month': 6, 'day': 10}",23,24567,MANGA,FALL,2003,280,71,False,"Action, Romance, Supernatural"
61,D.N.Angel,D.N.Angel,"Niwa Daisuke is your average teenager, until his fourteenth birthday. He tries to declare his love to the girl of his dreams, but fails. Suddenly, whenever he thinks about this girl he turns into the legendary phantom thief known as Dark Mousy. Daisuke's mother, very much aware of this, makes him turn into Dark and steal valuable works of art for a purpose unknown to Daisuke. As the story unfolds, he learns why, and about his classmate who seems to have the same ability.
<br><br>
(Source: Anime News Network)",26,"{'year': 2003, 'month': 4, 'day': 3}","{'year': 2003, 'month': 9, 'day': 25}",23,17351,MANGA,SPRING,2003,197,66,False,"Action, Comedy, Fantasy, Romance"
62,D.C.: Da Capo,D.C.~Da Capo~,"Every year the flowers bloom. Mysterious Cherry Blossoms blooming all over a crescent shaped island. That island is the island of Hatsune...<br><br>
The main character who goes to Kazami Academy, Asakura Junnichi, has the power to see the dreams of other people in his sleep. He was also taught magic by an old lady that allows him to create sweets.<br><br>
One day, Junnichi seems to have seen someone's dream again while he was sleeping. Inside that dream, a girl who was a childhood friend of his appeared. But, he was woken up by his sister Asakura Nemu, forcing him to come back to his regular life. Nemu doesn't actually have any blood relation to Junnichi but their bond is deeper than other real brothers and sisters. So deep that it gives the illusion that they're lovers.<br><br>
It was another peaceful normal day waking up early in the morning and going to Kazami Academy. Together with childhood friend Amakase Miharu, the academy idol Shirakawa Kotori, the two sisters Mizukoshi Moe and Mako who prefer eating nabe on the school roof for lunch. Going through their day as usual, their childhood friend, Yoshino Sakura, who they thought had moved to America suddenly appears. It was a surprise for Junnichi and Nemu. Sakura tells them, ""I came to finish the promise we made during our childhood""...<br><br>
(Source: AnimeNfo and AniDB) ",26,"{'year': 2003, 'month': 7, 'day': 5}","{'year': 2003, 'month': 12, 'day': 27}",24,10342,VISUAL_NOVEL,SUMMER,2003,47,61,False,"Drama, Romance"
63,DearS,,"Ikuhara Takeya is a high school student living a normal life. He is not interested in the commotion around a UFO filled with beautiful alien females that crashed on earth a year ago. The aliens, known as DearS, are deciding to take permanent residence on earth. What no one knows is that these aliens are a slave species whose sole purpose is to serve and please their masters. One day, Takeya spots a person shivering behind some bushes. This person, Ren, is one of the DearS, and after being saved by Takeya she chooses him as her master. Takeya, who doesn't know about the master-slave relationship of DearS, tries to teach Ren the normal lifestyle of the people on earth, though he constantly fears that Ren is an evil alien who's trying to brainwash him. Ren, however, isn't like other DearS. She is in fact malfunctioning and is being tracked down by their leader. Meanwhile, Takeya begins to learn more about DearS, and a mythical DearS relationship called &ldquo;Gift&rdquo; begins to develop between them.
<br><br>
(Source: Anime News Network)",12,"{'year': 2004, 'month': 7, 'day': 11}","{'year': 2004, 'month': 9, 'day': 26}",23,17036,MANGA,SUMMER,2004,132,59,False,"Comedy, Ecchi, Romance, Sci-Fi"
64,Rozen Maiden,Rozen Maiden,"Sakurada Jun spends his days online, ordering whatever he takes a liking to, only to return it before the payment is due. Due to psychological trauma from school, Jun generally keeps contact with people as little as possible. One day he finds instructions online that tell him to put his order into his desk drawer. Rubbing it off as a joke, Jun mindlessly does so only to find that his order instantly disappears from his drawer. A package suddenly appears, containing a beautiful antique doll. When wound up, this doll comes to life. Sadly for Jun, this doll Shinku views Jun as an equivalent for a servant. Despite the constant demands Jun now receives from Shinku, she slowly helps him overcome his fears of human contact as well as protect him from the deadly battles that come into his life due to her appearance.",12,"{'year': 2004, 'month': 10, 'day': 8}","{'year': 2004, 'month': 12, 'day': 24}",24,27188,MANGA,FALL,2004,358,70,False,"Action, Comedy, Drama, Supernatural"
65,Rozen Maiden: Träumend,Rozen Maiden: Dreaming,"As summer break arrives for the students, Jun Sakurada is busily studying on his own in the library, making up for time lost while he had confined himself to his home. Meanwhile, his Rozen Maiden doll, Shinku, has been having troubling dreams of late. The pain and sadness of defeating Suigintou was overwhelming, despite the inevitable battle they waged. After waking suddenly from a nightmare, she finds Suigintou's companion spirit wandering; upon giving chase, she discovers that the seventh Doll-- Barasuishou-- has awakened. She now realizes that Suigintou's fate may very well befall the other Dolls, for the appearance of the last Doll signals the beginning of the end of the Alice Games.
<br><br>
(Source: Anime News Network)",12,"{'year': 2005, 'month': 10, 'day': 21}","{'year': 2006, 'month': 1, 'day': 27}",24,12837,MANGA,FALL,2005,108,72,False,"Action, Comedy, Drama"
66,Azumanga Daiou THE ANIMATION,Azumanga Daioh,"Ten year old child prodigy, Chiyo Mihama, is finding it tough fitting in at high school with the girls five years her elder: Osaka (dimwitted with a weird take on the world), Tomo (a powder keg that goes off at a moment’s notice), Kagura (the competitive athlete of the bunch), Yomi (the hothead), and Sakaki (timid and obsessed with a love of animals that isn’t reciprocated). Together with their teacher, they navigate the rough waters and fun times of high school.<br>
<br>
(Source: Sentai Filmworks)",26,"{'year': 2002, 'month': 4, 'day': 9}","{'year': 2002, 'month': 10, 'day': 1}",24,58384,MANGA,SPRING,2002,2193,78,False,"Comedy, Slice of Life"
67,Basilisk: Kouga Ninpouchou,Basilisk,"The heirs to the Kouga and Iga ninja clans, Gennosuke and Oboro, hoped the unsteady truce between their tribes would last—but fate denies the lovers, thrusting their people into war after centuries of peace. The terms are set on two scrolls. One bears a list of Kouga warriors. The other holds a list of those who fight for Iga. The names found on these scrolls can only be crossed out in blood. <br><br>

(Source: Crunchyroll)",24,"{'year': 2005, 'month': 4, 'day': 13}","{'year': 2005, 'month': 9, 'day': 21}",25,22671,MANGA,SPRING,2005,272,71,False,"Action, Adventure, Drama, Romance"
68,Black Cat,Black Cat,"Train Heartnet is the infamous gunman 'Black Cat', a cold-blooded assassin who works for the organization known as 'Chronos', bearing the mark XIII on his body. Most of his life was surrounded by violence, so Train is quiet, asocial and uncaring. However his life changes as he encounters the mysterious Sweeper (bounty hunter), Saya. Her unique way of living interested Train but tragedy occurs, resulting in Train changing the way he has lived towards the life of a Sweeper with newfound friends Sven and Eve.",23,"{'year': 2005, 'month': 10, 'day': 6}","{'year': 2006, 'month': 3, 'day': 30}",24,30810,MANGA,FALL,2005,363,69,False,"Adventure, Comedy, Sci-Fi"
69,CLUSTER EDGE,,"Cluster Edge Academy isn't just any school; it's THE school, where the offspring of the elite come together to prepare for their roles running a world where artificial soldiers and religious sects are major factors in the battle for total control. Which may be part of why new transfer student Agate Fluorite doesn't quite seem to fit in. It's not just that Agate's enthusiastic attitude stands out among the somber, brooding balance of the student body. There's something about him that demands notice, even from jaded honors students like Beryl Jasper, and from the moment of arrival he's been at the center of a series of mysteries that not even Agate understands. Because Agate's not just another student, he's part of a something so momentous, and dangerous, that the world that built Cluster Edge may not survive its passing. <br><br>
(Source: Sentai Filmworks) ",25,"{'year': 2005, 'month': 10, 'day': 4}","{'year': 2006, 'month': 3, 'day': 28}",24,1475,ORIGINAL,FALL,2005,6,53,False,"Action, Fantasy, Sci-Fi"
